Product ID,Title,Price ($),Original Price ($),Savings (%),Rating (★),Reviews,Orders,Category,URL,Image URL,Search Keyword,Scraped Date,Profit Margin (%)
10050000000,Bluetooth Max Smart Watch Pedometer,67.78,141.17,52,4.5,295,18098,Electronics,https://www.aliexpress.com/item/10050000000.html,https://ae01.alicdn.com/kf/g0-597128-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000001,OLED Digital Watch Android iOS Compatible,79.54,175.00,55,4.2,355,45891,Electronics,https://www.aliexpress.com/item/10050000001.html,https://ae01.alicdn.com/kf/g0-441991-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000002,Smart Watch OLED Fitness Tracker Blood Pressure,40.27,67.99,41,3.8,546,28937,Electronics,https://www.aliexpress.com/item/10050000002.html,https://ae01.alicdn.com/kf/g0-295993-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000003,Ultra Smartwatch Sport Band Heart Rate Monitor,62.67,108.52,42,4.0,2638,1999,Electronics,https://www.aliexpress.com/item/10050000003.html,https://ae01.alicdn.com/kf/g0-291643-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000004,Bluetooth Ultra Smart Watch Pedometer,24.75,34.11,27,4.2,89,43460,Electronics,https://www.aliexpress.com/item/10050000004.html,https://ae01.alicdn.com/kf/g0-983602-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000005,Waterproof OLED Smart Watch Fitness,19.45,30.78,37,4.2,3179,42331,Electronics,https://www.aliexpress.com/item/10050000005.html,https://ae01.alicdn.com/kf/g0-454126-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000006,Pro Digital Watch Android iOS Compatible,32.93,72.94,55,3.7,4389,5336,Electronics,https://www.aliexpress.com/item/10050000006.html,https://ae01.alicdn.com/kf/g0-709485-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000007,Smart Watch Max Fitness Tracker Blood Pressure,15.80,32.37,51,4.7,1900,3214,Electronics,https://www.aliexpress.com/item/10050000007.html,https://ae01.alicdn.com/kf/g0-368964-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000008,Elite Smartwatch Sport Band Heart Rate Monitor,46.10,94.86,51,3.9,1186,22813,Electronics,https://www.aliexpress.com/item/10050000008.html,https://ae01.alicdn.com/kf/g0-232159-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000009,Smart Watch OLED Fitness Tracker Blood Pressure,79.94,138.62,42,4.3,2359,2780,Electronics,https://www.aliexpress.com/item/10050000009.html,https://ae01.alicdn.com/kf/g0-204391-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000010,Smart Watch GPS Fitness Tracker Blood Pressure,54.82,102.52,47,3.6,3870,5127,Electronics,https://www.aliexpress.com/item/10050000010.html,https://ae01.alicdn.com/kf/g0-720097-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000011,Pro Smartwatch Sport Band Heart Rate Monitor,56.49,100.42,44,4.3,1238,37998,Electronics,https://www.aliexpress.com/item/10050000011.html,https://ae01.alicdn.com/kf/g0-955545-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000012,Bluetooth OLED Smart Watch Pedometer,76.42,149.23,49,4.5,1282,10288,Electronics,https://www.aliexpress.com/item/10050000012.html,https://ae01.alicdn.com/kf/g0-836916-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000013,Max Digital Watch Android iOS Compatible,37.13,89.17,58,3.7,89,45569,Electronics,https://www.aliexpress.com/item/10050000013.html,https://ae01.alicdn.com/kf/g0-105951-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000014,Pro Smartwatch Sport Band Heart Rate Monitor,49.05,114.30,57,4.5,4686,19847,Electronics,https://www.aliexpress.com/item/10050000014.html,https://ae01.alicdn.com/kf/g0-178342-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000015,Bluetooth Pro Smart Watch Pedometer,70.71,122.63,42,3.9,924,30675,Electronics,https://www.aliexpress.com/item/10050000015.html,https://ae01.alicdn.com/kf/g0-392787-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000016,Waterproof GPS Smart Watch Fitness,61.98,142.69,57,4.4,1444,22553,Electronics,https://www.aliexpress.com/item/10050000016.html,https://ae01.alicdn.com/kf/g0-408676-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000017,Smart Watch Ultra Fitness Tracker Blood Pressure,16.90,23.79,29,3.7,315,34632,Electronics,https://www.aliexpress.com/item/10050000017.html,https://ae01.alicdn.com/kf/g0-322560-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000018,Smart Watch AMOLED Fitness Tracker Blood Pressure,19.50,43.96,56,4.0,2914,20520,Electronics,https://www.aliexpress.com/item/10050000018.html,https://ae01.alicdn.com/kf/g0-916494-L.jpg,smartwatch,2026-02-05 23:08:36,60
