Product ID,Title,Price ($),Original Price ($),Savings (%),Rating (★),Reviews,Orders,Category,URL,Image URL,Search Keyword,Scraped Date,Profit Margin (%)
10050000000,AMOLED Digital Watch Android iOS Compatible,35.33,50.08,29,3.5,3704,12523,Electronics,https://www.aliexpress.com/item/10050000000.html,https://ae01.alicdn.com/kf/g0-369380-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000001,Waterproof Ultra Smart Watch Fitness,32.47,74.21,56,4.4,4703,43735,Electronics,https://www.aliexpress.com/item/10050000001.html,https://ae01.alicdn.com/kf/g0-881199-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000002,Waterproof GPS Smart Watch Fitness,58.88,101.13,42,3.6,2231,32914,Electronics,https://www.aliexpress.com/item/10050000002.html,https://ae01.alicdn.com/kf/g0-708130-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000003,Max Digital Watch Android iOS Compatible,43.45,54.69,21,4.7,4949,23191,Electronics,https://www.aliexpress.com/item/10050000003.html,https://ae01.alicdn.com/kf/g0-574635-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000004,Pro Digital Watch Android iOS Compatible,41.64,63.71,35,3.8,4837,43274,Electronics,https://www.aliexpress.com/item/10050000004.html,https://ae01.alicdn.com/kf/g0-447042-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000005,Smart Watch Pro Fitness Tracker Blood Pressure,69.12,144.47,52,3.8,4749,33456,Electronics,https://www.aliexpress.com/item/10050000005.html,https://ae01.alicdn.com/kf/g0-231931-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000006,Waterproof AMOLED Smart Watch Fitness,50.56,79.45,36,3.5,2354,45871,Electronics,https://www.aliexpress.com/item/10050000006.html,https://ae01.alicdn.com/kf/g0-170363-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000007,Smart Watch OLED Fitness Tracker Blood Pressure,21.86,52.02,58,4.2,93,19072,Electronics,https://www.aliexpress.com/item/10050000007.html,https://ae01.alicdn.com/kf/g0-898345-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000008,Bluetooth Ultra Smart Watch Pedometer,39.43,48.00,18,3.6,4779,41871,Electronics,https://www.aliexpress.com/item/10050000008.html,https://ae01.alicdn.com/kf/g0-437827-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000009,Bluetooth GPS Smart Watch Pedometer,43.81,105.47,58,4.7,969,8255,Electronics,https://www.aliexpress.com/item/10050000009.html,https://ae01.alicdn.com/kf/g0-359969-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000010,Smart Watch Ultra Fitness Tracker Blood Pressure,67.37,152.06,56,4.3,921,39836,Electronics,https://www.aliexpress.com/item/10050000010.html,https://ae01.alicdn.com/kf/g0-876919-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000011,Waterproof Ultra Smart Watch Fitness,27.72,52.30,47,4.4,2341,44458,Electronics,https://www.aliexpress.com/item/10050000011.html,https://ae01.alicdn.com/kf/g0-419524-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000012,Bluetooth OLED Smart Watch Pedometer,61.70,110.59,44,4.5,1708,44731,Electronics,https://www.aliexpress.com/item/10050000012.html,https://ae01.alicdn.com/kf/g0-186388-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000013,Waterproof Ultra Smart Watch Fitness,36.69,66.32,45,4.2,3210,12954,Electronics,https://www.aliexpress.com/item/10050000013.html,https://ae01.alicdn.com/kf/g0-854972-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000014,Waterproof OLED Smart Watch Fitness,39.10,97.54,60,3.8,2040,17573,Electronics,https://www.aliexpress.com/item/10050000014.html,https://ae01.alicdn.com/kf/g0-136286-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000015,Bluetooth GPS Smart Watch Pedometer,78.60,110.82,29,4.6,2653,20849,Electronics,https://www.aliexpress.com/item/10050000015.html,https://ae01.alicdn.com/kf/g0-261255-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000016,AMOLED Digital Watch Android iOS Compatible,39.93,88.22,55,4.8,1316,17906,Electronics,https://www.aliexpress.com/item/10050000016.html,https://ae01.alicdn.com/kf/g0-974921-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000017,Smart Watch Pro Fitness Tracker Blood Pressure,33.11,41.34,20,3.8,4656,49106,Electronics,https://www.aliexpress.com/item/10050000017.html,https://ae01.alicdn.com/kf/g0-469547-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000018,Smart Watch GPS Fitness Tracker Blood Pressure,23.53,42.43,45,3.8,1895,41670,Electronics,https://www.aliexpress.com/item/10050000018.html,https://ae01.alicdn.com/kf/g0-608557-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000019,Waterproof Pro Smart Watch Fitness,78.88,161.77,51,4.4,3673,17900,Electronics,https://www.aliexpress.com/item/10050000019.html,https://ae01.alicdn.com/kf/g0-879314-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000020,Bluetooth OLED Smart Watch Pedometer,68.12,162.32,58,4.5,3744,40911,Electronics,https://www.aliexpress.com/item/10050000020.html,https://ae01.alicdn.com/kf/g0-970348-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000021,Smart Watch Ultra Fitness Tracker Blood Pressure,42.31,87.80,52,3.9,519,11605,Electronics,https://www.aliexpress.com/item/10050000021.html,https://ae01.alicdn.com/kf/g0-381036-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000022,Smart Watch OLED Fitness Tracker Blood Pressure,56.31,113.61,50,4.0,2891,31939,Electronics,https://www.aliexpress.com/item/10050000022.html,https://ae01.alicdn.com/kf/g0-795873-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000023,GPS Smartwatch Sport Band Heart Rate Monitor,30.93,68.00,55,3.7,3358,25503,Electronics,https://www.aliexpress.com/item/10050000023.html,https://ae01.alicdn.com/kf/g0-260900-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000024,Bluetooth Elite Smart Watch Pedometer,62.13,153.22,59,3.6,3300,20340,Electronics,https://www.aliexpress.com/item/10050000024.html,https://ae01.alicdn.com/kf/g0-290638-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000025,Smart Watch OLED Fitness Tracker Blood Pressure,34.44,81.55,58,4.2,2202,17674,Electronics,https://www.aliexpress.com/item/10050000025.html,https://ae01.alicdn.com/kf/g0-804684-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000026,Bluetooth Max Smart Watch Pedometer,59.51,135.83,56,3.7,2182,26925,Electronics,https://www.aliexpress.com/item/10050000026.html,https://ae01.alicdn.com/kf/g0-569929-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000027,OLED Smartwatch Sport Band Heart Rate Monitor,53.64,130.62,59,4.4,4636,22786,Electronics,https://www.aliexpress.com/item/10050000027.html,https://ae01.alicdn.com/kf/g0-180358-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000028,Bluetooth OLED Smart Watch Pedometer,72.30,137.51,47,4.2,325,43625,Electronics,https://www.aliexpress.com/item/10050000028.html,https://ae01.alicdn.com/kf/g0-861776-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000029,Bluetooth OLED Smart Watch Pedometer,78.24,113.09,31,3.6,1683,9505,Electronics,https://www.aliexpress.com/item/10050000029.html,https://ae01.alicdn.com/kf/g0-844663-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000030,Bluetooth Max Smart Watch Pedometer,72.56,93.98,23,4.8,701,39244,Electronics,https://www.aliexpress.com/item/10050000030.html,https://ae01.alicdn.com/kf/g0-746572-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000031,Waterproof AMOLED Smart Watch Fitness,35.25,79.80,56,4.6,220,47030,Electronics,https://www.aliexpress.com/item/10050000031.html,https://ae01.alicdn.com/kf/g0-929817-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000032,OLED Smartwatch Sport Band Heart Rate Monitor,38.16,58.96,35,3.7,3257,4532,Electronics,https://www.aliexpress.com/item/10050000032.html,https://ae01.alicdn.com/kf/g0-683372-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000033,Max Digital Watch Android iOS Compatible,17.10,36.62,53,4.2,306,6092,Electronics,https://www.aliexpress.com/item/10050000033.html,https://ae01.alicdn.com/kf/g0-484193-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000034,Smart Watch Elite Fitness Tracker Blood Pressure,31.58,76.70,59,3.7,1810,37647,Electronics,https://www.aliexpress.com/item/10050000034.html,https://ae01.alicdn.com/kf/g0-364563-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000035,GPS Digital Watch Android iOS Compatible,17.40,37.64,54,4.1,4993,39180,Electronics,https://www.aliexpress.com/item/10050000035.html,https://ae01.alicdn.com/kf/g0-318735-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000036,Pro Digital Watch Android iOS Compatible,78.96,103.58,24,3.5,4441,16268,Electronics,https://www.aliexpress.com/item/10050000036.html,https://ae01.alicdn.com/kf/g0-449898-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000037,Smart Watch Elite Fitness Tracker Blood Pressure,60.36,89.30,32,4.2,3886,21154,Electronics,https://www.aliexpress.com/item/10050000037.html,https://ae01.alicdn.com/kf/g0-508862-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000038,Smart Watch Elite Fitness Tracker Blood Pressure,44.64,59.92,26,4.0,3390,43718,Electronics,https://www.aliexpress.com/item/10050000038.html,https://ae01.alicdn.com/kf/g0-272577-L.jpg,smartwatch,2026-02-05 23:08:42,60
10050000039,Ultra Smartwatch Sport Band Heart Rate Monitor,54.65,136.19,60,4.3,1851,35267,Electronics,https://www.aliexpress.com/item/10050000039.html,https://ae01.alicdn.com/kf/g0-347387-L.jpg,smartwatch,2026-02-05 23:08:42,60
