Product ID,Title,Price ($),Original Price ($),Savings (%),Rating (★),Reviews,Orders,Category,URL,Image URL,Search Keyword,Scraped Date,Profit Margin (%)
10050000000,OLED Smartwatch Sport Band Heart Rate Monitor,69.85,118.40,41,4.8,2110,4365,Electronics,https://www.aliexpress.com/item/10050000000.html,https://ae01.alicdn.com/kf/g0-580980-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000001,AMOLED Smartwatch Sport Band Heart Rate Monitor,36.83,55.35,33,3.6,3266,18499,Electronics,https://www.aliexpress.com/item/10050000001.html,https://ae01.alicdn.com/kf/g0-871848-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000002,AMOLED Smartwatch Sport Band Heart Rate Monitor,74.59,124.51,40,4.1,4344,17060,Electronics,https://www.aliexpress.com/item/10050000002.html,https://ae01.alicdn.com/kf/g0-959893-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000003,Max Smartwatch Sport Band Heart Rate Monitor,70.30,162.71,57,4.9,4036,44981,Electronics,https://www.aliexpress.com/item/10050000003.html,https://ae01.alicdn.com/kf/g0-960918-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000004,Smart Watch Ultra Fitness Tracker Blood Pressure,30.73,64.33,52,3.5,2531,6846,Electronics,https://www.aliexpress.com/item/10050000004.html,https://ae01.alicdn.com/kf/g0-864236-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000005,Smart Watch Elite Fitness Tracker Blood Pressure,60.79,104.01,42,4.6,4795,27712,Electronics,https://www.aliexpress.com/item/10050000005.html,https://ae01.alicdn.com/kf/g0-825955-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000006,Smart Watch Max Fitness Tracker Blood Pressure,23.92,52.62,55,4.0,3575,2558,Electronics,https://www.aliexpress.com/item/10050000006.html,https://ae01.alicdn.com/kf/g0-717998-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000007,OLED Digital Watch Android iOS Compatible,17.52,31.51,44,4.9,3223,10613,Electronics,https://www.aliexpress.com/item/10050000007.html,https://ae01.alicdn.com/kf/g0-714479-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000008,Smart Watch Elite Fitness Tracker Blood Pressure,61.93,131.58,53,4.3,963,35453,Electronics,https://www.aliexpress.com/item/10050000008.html,https://ae01.alicdn.com/kf/g0-346454-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000009,Waterproof Ultra Smart Watch Fitness,31.52,48.96,36,4.3,147,46753,Electronics,https://www.aliexpress.com/item/10050000009.html,https://ae01.alicdn.com/kf/g0-650525-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000010,Smart Watch OLED Fitness Tracker Blood Pressure,67.54,81.80,17,4.3,657,18305,Electronics,https://www.aliexpress.com/item/10050000010.html,https://ae01.alicdn.com/kf/g0-363442-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000011,Smart Watch OLED Fitness Tracker Blood Pressure,23.42,51.45,54,4.4,3678,14401,Electronics,https://www.aliexpress.com/item/10050000011.html,https://ae01.alicdn.com/kf/g0-481416-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000012,Smart Watch GPS Fitness Tracker Blood Pressure,30.40,65.60,54,4.7,3294,39400,Electronics,https://www.aliexpress.com/item/10050000012.html,https://ae01.alicdn.com/kf/g0-983903-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000013,AMOLED Digital Watch Android iOS Compatible,53.96,82.49,35,3.6,4711,46717,Electronics,https://www.aliexpress.com/item/10050000013.html,https://ae01.alicdn.com/kf/g0-739231-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000014,AMOLED Smartwatch Sport Band Heart Rate Monitor,25.28,55.18,54,4.5,105,45330,Electronics,https://www.aliexpress.com/item/10050000014.html,https://ae01.alicdn.com/kf/g0-679742-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000015,Smart Watch Elite Fitness Tracker Blood Pressure,49.99,60.67,18,4.2,4476,14387,Electronics,https://www.aliexpress.com/item/10050000015.html,https://ae01.alicdn.com/kf/g0-325537-L.jpg,smartwatch,2026-02-05 23:08:36,60
10050000016,Pro Digital Watch Android iOS Compatible,64.22,146.39,56,3.8,3529,27971,Electronics,https://www.aliexpress.com/item/10050000016.html,https://ae01.alicdn.com/kf/g0-208357-L.jpg,smartwatch,2026-02-05 23:08:36,60
